request_id,company_id,company_as_written,target_title,requested_by,request_date,raw_ask,value_usd,urgency_declared,status_as_filed,routed_to,routed_on,route_score,route_reason,asked_date,responded,intro_sent,meeting_booked,opportunity_usd,offer_in_thread,thread_replies,thread_all_noise,resolved_by,needs_review,contradicts_log,blocked_reason,nudged_on
R1164,C040,thornburyfinancial.com,Director of Software Engineering,Hana Nakashima,2025-08-06,"looking for a path to Marisol Glückstein-Havercamp — email domain is thornburyfinancial.com, that's all I have",150000,Low,Intro sent,,,,not asked; no path to this company in the network,,,,,,N,3,yes,raw_ask:domain,no,"intro claimed, none logged",no path on the roster,
R1165,C030,Pemberton Retail,Head of Platform Engineering,Sloane Fairweather,2026-04-30,trying to reach Head of Platform Engineering at Pemberton Retail — anyone have a path?,80000,Low,Open,,,,not asked; no path to this company in the network,,,,,,N,0,no replies,crm-name,no,,no path on the roster,
R1166,C046,Vireo Systems,Chief Operating Officer,Rafael Salcedo,2025-11-08,"need help getting to Vireo Systems. Gideon Achterberg-Thackeray is the Chief Operating Officer there, cold outbound is going nowhere",750000,High,Closed - no path,Elena Duvall,2025-11-13,0.131,"asked; direct path via Arjun Cathcart (Head of Developer Productivity); stronger path existed via Priya Raghunathan (board, 0.32)",2025-11-13,Y,N,N,,N,0,no replies,new-company,no CRM account,,,
R1167,C028,Osric Networks,Director of Software Engineering,Nadia Okonkwo,2026-01-15,who do we know at Osric Networks? Director of Software Engineering would be ideal but I'll take anyone senior,250000,Critical,Stalled,Priya Raghunathan,2026-01-17,,asked; no known path from this connector to the company,2026-01-17,Y,Y,Y,,Y,3,no,crm-name,no,"intro logged, filed as stalled",,
R1168,C025,Meridian Peak Foods,VP Engineering,Bertrand Vandermolen,2026-07-22,any connections into Meridian Peak Foods? we're up against a renewal window and I need an intro to VP Engineering,750000,Medium,Open,Priya Raghunathan,2026-07-23,0.097,"asked; direct path via Dev Ingleby (Head of Platform Engineering); stronger path existed via Dana Whitfield (direct, 0.18)",2026-07-23,Y,Y,Y,750000,N,3,yes,domain-stem,no,,,
R1169,C044,Yarrowdale Media,VP Data & Analytics,Curtis Hartigan,2026-07-10,long shot — Yarrowdale Media. Tanvi Thackeray-Wolstenholme (VP Data & Analytics). Anyone?,150000,High,Stalled,Bertrand Vandermolen,2026-07-12,,"asked Bertrand Vandermolen, who is not on the connector roster",2026-07-12,N,N,N,,Y,1,no,crm-name,asked person not on roster,,,
R1170,C028,Osric Networks,SVP Digital,Hana Nakashima,2025-09-10,any connections into Osric Networks? we're up against a renewal window and I need an intro to SVP Digital,1200000,High,Open,,,,not asked; no path to this company in the network,,,,,,N,0,no replies,crm-name,no,,already introduced,
R1171,C058,Kingsmere Retail Group,VP Enterprise Architecture,Curtis Hartigan,2026-01-12,"need help getting to Kingsmere Retail Group. Tanvi Prendergast-Falkenrath is the VP Enterprise Architecture there, cold outbound is going nowhere",1200000,Medium,Open,Dana Whitfield,2026-01-15,0.145,asked; direct path via Saoirse Quillane (VP Data & Analytics),2026-01-15,Y,Y,N,,N,1,yes,new-company,no CRM account,,,
R1172,C025,Meridian Peak Foods,VP Engineering,Hana Nakashima,2025-10-21,any connections into Meridian Peak Foods? we're up against a renewal window and I need an intro to VP Engineering,150000,High,Intro sent,Priya Raghunathan,2025-10-21,0.097,"asked; direct path via Dev Ingleby (Head of Platform Engineering); stronger path existed via Dana Whitfield (direct, 0.18)",2025-10-21,N,N,N,,N,0,no replies,domain-stem,no,"intro claimed, none logged",,
R1173,C018,Harrowgate Health,VP Engineering,Rafael Salcedo,2025-10-06,"does anyone know anyone at Harrowgate Health? looking for VP Engineering, ideally warm",150000,Medium,Intro sent,Tomás Beckett,,0.079,"recommended, not yet asked; direct path via Marcus Salcedo (Director of Software Engineering)",,,,,,N,0,no replies,crm-name,no,"intro claimed, none logged",,
R1174,C031,Priorwood Chemicals,Head of Platform Engineering,Yusuf Petrossian,2026-05-29,trying to reach Head of Platform Engineering at Priorwood Chemicals — anyone have a path?,150000,Critical,Open,Elena Duvall,,0.108,"recommended, not yet asked; direct path via Curtis Marchetti (VP Enterprise Architecture)",,,,,,N,2,yes,crm-name,no,,,
R1175,C050,Copperline Water,Chief Digital Officer,Imani Mkhize,2025-11-20,asking again: Copperline Water. Chief Digital Officer. Happy to draft the forward myself if someone can vouch.,80000,Critical,Closed - no path,,,,not asked; no path to this company in the network,,,,,,N,1,yes,new-company,no CRM account,,company has no CRM record,
R1176,C029,Pelham Beverage,Head of Platform Engineering,Yusuf Petrossian,2026-04-03,"does anyone know anyone at Pelham Beverage? looking for Head of Platform Engineering, ideally warm",400000,Critical,Stalled,Imani Mkhize,2026-04-03,,"asked Imani Mkhize, who is not on the connector roster",2026-04-03,Y,Y,Y,400000,Y,2,no,crm-name,asked person not on roster,"intro logged, filed as stalled",,
R1177,C017,Halcyon Grid,Chief Digital Officer,Nadia Okonkwo,2026-01-10,"Halcyon Grid is the target. Our champion at Apex Logistics Group used to work with their team, and I think Yarrowdale Media is a supplier of theirs. Any path?",2000000,Medium,Open,,,,not asked; no path to this company in the network,,,,,,N,2,yes,raw_ask:crm-name,no,,no path on the roster,
R1178,C032,Quillon Pharma,SVP Digital,Bertrand Vandermolen,2026-05-16,"need help getting to Quillon Pharma. Tanvi Eastcott-Lindqvist is the SVP Digital there, cold outbound is going nowhere",750000,High,Closed - no path,Tomás Beckett,,0.096,"recommended, not yet asked; direct path via Renata Petrossian (Chief Data Officer)",,,,,,N,2,yes,crm-name,no,,,
R1179,C006,Blackwood Industrial,SVP Digital,Nadia Okonkwo,2025-12-10,"need help getting to Blackwood Industrial. Rhys Balogun-Kirkbride is the SVP Digital there, cold outbound is going nowhere",250000,High,Open,Elena Duvall,,0.187,"recommended, not yet asked; direct path via Bram Quillane (Head of Developer Productivity)",,,,,,N,2,yes,domain-stem,no,,,
R1180,C040,Thornbury Financial,Director of Software Engineering,Rafael Salcedo,2025-08-07,long shot — Thornbury Financial. Dev Vandermolen-Havercamp (Director of Software Engineering). Anyone?,2000000,High,Routed,,,,not asked; no path to this company in the network,,,,,,N,2,yes,name-exact,no,,no path on the roster,
R1181,,,Chief Operating Officer,Hana Nakashima,2026-05-03,Sabine Zettergren-Ashdown is the person I need. Pretty sure they're a Chief Operating Officer somewhere in Healthcare.,400000,High,Closed - no path,,,,not asked; company unresolved,,,,,,N,0,no replies,unresolved,company not identifiable,,no company named in the ask,
R1182,C034,Sablefield Motors,VP Data & Analytics,Yusuf Petrossian,2026-02-12,trying to reach VP Data & Analytics at Sablefield Motors. I know we sell into Cobalt Lane Capital Markets and Kingsmere Retail Group — could either of those relationships get us there?,2000000,Critical,Open,,,,not asked; no path to this company in the network,,,,,,N,1,yes,raw_ask:crm-name,no,,account is Closed Lost,
R1183,C010,duncastle.com,SVP Digital,Yusuf Petrossian,2026-04-29,"looking for a path to Leandro Okonkwo-Oldfield — email domain is duncastle.com, that's all I have",750000,High,Open,Priya Raghunathan,,0.205,"recommended, not yet asked; board path via CEO / exec team",,,,,,N,1,yes,raw_ask:domain,no,,,
R1184,C008,Cindermill Mining,Chief Digital Officer,Bertrand Vandermolen,2026-07-26,long shot — Cindermill Mining. Bo Zettergren-Wexford (Chief Digital Officer). Anyone?,750000,Critical,Open,Elena Duvall,,0.119,"recommended, not yet asked; direct path via Bertrand Glückstein (Chief Data Officer)",,,,,,N,0,no replies,name-prefix,no,,,
R1185,C016,Gravenhurst Motors,VP Enterprise Architecture,Yusuf Petrossian,2026-02-04,"need help getting to Gravenhurst Motors. Rosalind Zubkov-Isenberg is the VP Enterprise Architecture there, cold outbound is going nowhere",1200000,High,Stalled,Priya Raghunathan,2026-02-08,0.147,asked; investor path via CEO / exec team,2026-02-08,Y,Y,N,,N,0,no replies,crm-name,no,"intro logged, filed as stalled",,
R1186,C003,Apex Logistics Group,VP Engineering,Hana Nakashima,2025-12-27,trying to reach VP Engineering at Apex Logistics Group. I know we sell into Priorwood Chemicals and Tessellate Payments — could either of those relationships get us there?,1200000,Low,Open,Marcus Aldridge,2025-12-28,0.168,asked; direct path via Astrid Salcedo (VP Data & Analytics),2025-12-28,Y,Y,N,,N,1,yes,raw_ask:domain-stem,no,,,
R1187,C004,Ashgrove Agriculture,Chief Digital Officer,Bertrand Vandermolen,2025-10-29,who do we know at Ashgrove Agriculture? Chief Digital Officer would be ideal but I'll take anyone senior,400000,Critical,Open,Priya Raghunathan,2025-11-01,,asked; no known path from this connector to the company,2025-11-01,Y,N,N,,Y,4,no,crm-name,no,,,
R1188,C026,Northwind Freight,VP Engineering,Bertrand Vandermolen,2026-02-02,who do we know at Northwind Freight? VP Engineering would be ideal but I'll take anyone senior,80000,Low,Stalled,,,,not asked; no path to this company in the network,,,,,,N,2,yes,crm-name,no,,no path on the roster,
R1189,C059,Marrow Point Airways,Chief Information Officer,Nadia Okonkwo,2026-02-27,asking again: Marrow Point Airways. Chief Information Officer. Happy to draft the forward myself if someone can vouch.,750000,Medium,Open,,,,not asked; no path to this company in the network,,,,,,N,0,no replies,new-company,no CRM account,,company has no CRM record,
R1190,C007,Brightmoor Energy,VP Enterprise Architecture,Yusuf Petrossian,2026-07-02,asking again: Brightmoor Energy. VP Enterprise Architecture. Happy to draft the forward myself if someone can vouch.,1200000,Critical,Routed,Elena Duvall,2026-07-05,0.129,asked; direct path via Idris Drummond (Chief Digital Officer),2026-07-05,Y,N,N,,N,3,yes,crm-name,no,,,
R1191,C042,Volney Industrial Systems,Chief Digital Officer,Yusuf Petrossian,2025-12-15,asking again: Volney Industrial Systems. Chief Digital Officer. Happy to draft the forward myself if someone can vouch.,2000000,High,Stalled,,,,not asked; no path to this company in the network,,,,,,N,1,yes,crm-name,no,,account is Closed Lost,
R1192,C031,Priorwood Chemicals,Chief Operating Officer,Imani Mkhize,2025-08-18,trying to reach Chief Operating Officer at Priorwood Chemicals — anyone have a path?,2000000,High,Intro sent,Tomás Beckett,2025-08-23,0.048,"asked; direct path via Curtis Marchetti (VP Enterprise Architecture); stronger path existed via Elena Duvall (direct, 0.11)",2025-08-23,Y,Y,Y,2000000,N,3,yes,crm-name,no,,,
R1193,C058,Kingsmere Retail Group,Chief Operating Officer,Rafael Salcedo,2026-06-05,trying to reach Chief Operating Officer at Kingsmere Retail Group — anyone have a path?,250000,Low,Stalled,Dana Whitfield,,0.145,"recommended, not yet asked; direct path via Saoirse Quillane (VP Data & Analytics)",,,,,,N,2,yes,new-company,no CRM account,,,
R1194,C059,Marrow Point Airways,VP Data & Analytics,Imani Mkhize,2026-06-28,asking again: Marrow Point Airways. VP Data & Analytics. Happy to draft the forward myself if someone can vouch.,750000,High,Open,,,,not asked; no path to this company in the network,,,,,,N,3,yes,new-company,no CRM account,,company has no CRM record,
R1195,C043,Wrenfield Robotics,SVP Digital,Nadia Okonkwo,2026-04-27,trying to reach SVP Digital at Wrenfield Robotics. I know we sell into Copperline Water and Harrowgate Health — could either of those relationships get us there?,1200000,Low,Open,Priya Raghunathan,,0.130,"recommended, not yet asked; direct path via Saoirse Prendergast (Head of Platform Engineering)",,,,,,N,3,yes,raw_ask:name-exact,no,,,
R1196,C031,Priorwood Chemicals,Chief Technology Officer,Bertrand Vandermolen,2026-02-03,asking again: Priorwood Chemicals. Chief Technology Officer. Happy to draft the forward myself if someone can vouch.,1200000,Medium,Stalled,Tomás Beckett,2026-02-07,0.048,"asked; direct path via Curtis Marchetti (VP Enterprise Architecture); stronger path existed via Elena Duvall (direct, 0.11)",2026-02-07,Y,Y,Y,,N,0,no replies,crm-name,no,"intro logged, filed as stalled",,
R1197,C002,Apex Logistics,Head of Developer Productivity,Imani Mkhize,2025-08-08,need an intro at Apex Logistics — anyone?,250000,Low,Intro sent,Elena Duvall,2025-08-14,,"asked; no known path from this connector to the company; stronger path existed via Marcus Aldridge (direct, 0.13)",2025-08-14,Y,N,N,,N,2,yes,crm-name,asked with no known path,"intro claimed, none logged",,
R1198,C032,Quillon Pharma,Chief Operating Officer,Sloane Fairweather,2025-10-07,who do we know at Quillon Pharma? Chief Operating Officer would be ideal but I'll take anyone senior,750000,Critical,Closed - no path,Tomás Beckett,,0.096,"recommended, not yet asked; direct path via Renata Petrossian (Chief Data Officer)",,,,,,N,3,yes,crm-name,no,,,
R1199,C046,Vireo Systems,Chief Digital Officer,Curtis Hartigan,2025-12-09,any connections into Vireo Systems? we're up against a renewal window and I need an intro to Chief Digital Officer,750000,High,Open,Elena Duvall,2025-12-09,0.131,"asked; direct path via Arjun Cathcart (Head of Developer Productivity); stronger path existed via Priya Raghunathan (board, 0.32)",2025-12-09,N,N,N,,N,1,yes,new-company,no CRM account,,,
R1200,C029,Pelham Beverage,Director of Software Engineering,Hana Nakashima,2026-02-15,"Pelham Beverage is the target. Our champion at Northwind Freight used to work with their team, and I think Apex Logistics is a supplier of theirs. Any path?",750000,Medium,Open,,,,not asked; no path to this company in the network,,,,,,N,1,yes,raw_ask:crm-name,no,,already introduced,
